Group Number,Original Response ID,Original Status,New Original Response ID,New Original Status,Duplicates Marked,Reason
287,ed673292-54ff-42b3-b21b-1087c8e9d763,Pending_Approval,ed673292-54ff-42b3-b21b-1087c8e9d763,Pending_Approval,1,Normal: Marked duplicates as Rejected
288,17f97e02-1ab8-440a-af74-78a8e5bf5f9e,Pending_Approval,17f97e02-1ab8-440a-af74-78a8e5bf5f9e,Pending_Approval,0,Normal: Marked duplicates as Rejected
289,7cf0782c-580d-489d-b695-6ee4a2093c5d,Rejected,7cf0782c-580d-489d-b695-6ee4a2093c5d,Rejected,0,Normal: Marked duplicates as Rejected
290,4bb23970-ecdf-42d0-8dde-7c3567229c95,Pending_Approval,4bb23970-ecdf-42d0-8dde-7c3567229c95,Pending_Approval,0,Normal: Marked duplicates as Rejected
291,86a85ff6-217d-423a-962f-c4b552589b49,Pending_Approval,86a85ff6-217d-423a-962f-c4b552589b49,Pending_Approval,1,Normal: Marked duplicates as Rejected
292,c39295b1-efdc-44d5-ac03-02c302036b53,Pending_Approval,c39295b1-efdc-44d5-ac03-02c302036b53,Pending_Approval,0,Normal: Marked duplicates as Rejected
293,bd5b5b62-bb4e-43b4-a529-54bc9ecc39e1,Pending_Approval,bd5b5b62-bb4e-43b4-a529-54bc9ecc39e1,Pending_Approval,1,Normal: Marked duplicates as Rejected
294,514b5e07-b06e-4ed7-b32f-b209eee6611b,Pending_Approval,514b5e07-b06e-4ed7-b32f-b209eee6611b,Pending_Approval,1,Normal: Marked duplicates as Rejected
295,6cc31268-b328-4e54-9956-f030db27c617,Rejected,6cc31268-b328-4e54-9956-f030db27c617,Rejected,0,Normal: Marked duplicates as Rejected
296,a9188a57-14cb-41cf-aa80-2c6dfdd93b32,Rejected,23b82bd7-99bf-41a9-a29a-cc05f3017caa,Pending_Approval,0,Reordered: Original was Rejected, kept Pending_Approval duplicate
297,188c4b7b-8c0d-45ca-8e77-6282a409927a,Rejected,188c4b7b-8c0d-45ca-8e77-6282a409927a,Rejected,0,Normal: Marked duplicates as Rejected
298,6d30d041-2765-419e-8ca6-a5b0fb7e87b8,Rejected,483ba054-97a9-4e11-bec1-fe7c14403525,Pending_Approval,0,Reordered: Original was Rejected, kept Pending_Approval duplicate
299,5b77f8db-78d5-4dd0-8e45-f390341fe4e3,Pending_Approval,5b77f8db-78d5-4dd0-8e45-f390341fe4e3,Pending_Approval,0,Normal: Marked duplicates as Rejected
300,6c57d49c-5690-4020-9f2a-06062171816d,Rejected,94de020a-087b-4781-afd8-cf661115c91d,Pending_Approval,0,Reordered: Original was Rejected, kept Pending_Approval duplicate
301,7a319491-de0d-48ae-ac45-3d89cf0bcf0d,Pending_Approval,7a319491-de0d-48ae-ac45-3d89cf0bcf0d,Pending_Approval,0,Normal: Marked duplicates as Rejected
302,3c51b2d9-c47c-44c3-9544-da3387fa7d16,Pending_Approval,3c51b2d9-c47c-44c3-9544-da3387fa7d16,Pending_Approval,0,Normal: Marked duplicates as Rejected
303,5102ece0-c285-4818-852b-5306bc6bea83,Pending_Approval,5102ece0-c285-4818-852b-5306bc6bea83,Pending_Approval,0,Normal: Marked duplicates as Rejected
304,7924d634-33ea-4e41-b783-3335b16c62fb,Rejected,5095363f-5edb-459b-ab21-f3e31220179e,Pending_Approval,0,Reordered: Original was Rejected, kept Pending_Approval duplicate
305,b31e05ec-489f-44d7-8230-f2bb533f9f2e,Rejected,b31e05ec-489f-44d7-8230-f2bb533f9f2e,Rejected,0,Normal: Marked duplicates as Rejected
306,36142959-c2ff-4252-841e-59af8aa379c6,Pending_Approval,36142959-c2ff-4252-841e-59af8aa379c6,Pending_Approval,1,Normal: Marked duplicates as Rejected
307,09cb570d-7a83-44bc-81a5-5e2f90c51e96,Pending_Approval,09cb570d-7a83-44bc-81a5-5e2f90c51e96,Pending_Approval,0,Normal: Marked duplicates as Rejected
308,35505b33-4ca6-4b84-93d3-bba2a2deaa24,Pending_Approval,35505b33-4ca6-4b84-93d3-bba2a2deaa24,Pending_Approval,0,Normal: Marked duplicates as Rejected
309,f9930b11-8a2d-459e-9e5d-94a774f89e72,Pending_Approval,f9930b11-8a2d-459e-9e5d-94a774f89e72,Pending_Approval,0,Normal: Marked duplicates as Rejected
310,17f5e6b4-fb58-4c81-9ce3-420e8eef7998,Pending_Approval,17f5e6b4-fb58-4c81-9ce3-420e8eef7998,Pending_Approval,0,Normal: Marked duplicates as Rejected
311,533a32eb-a081-46bc-ba48-dce5d27d2d56,Pending_Approval,533a32eb-a081-46bc-ba48-dce5d27d2d56,Pending_Approval,0,Normal: Marked duplicates as Rejected
312,4d978e23-3793-4566-a7a8-d1e8da1c280f,Pending_Approval,4d978e23-3793-4566-a7a8-d1e8da1c280f,Pending_Approval,1,Normal: Marked duplicates as Rejected
313,67869a3c-1890-41f4-a229-80dd3d3cb852,Rejected,67869a3c-1890-41f4-a229-80dd3d3cb852,Rejected,0,Normal: Marked duplicates as Rejected
314,cfad9bcd-26e5-4c34-8b48-c0cdb5e0311f,Pending_Approval,cfad9bcd-26e5-4c34-8b48-c0cdb5e0311f,Pending_Approval,1,Normal: Marked duplicates as Rejected
315,4fee4100-0d9c-435f-b93a-d0b9bc8f723e,Pending_Approval,4fee4100-0d9c-435f-b93a-d0b9bc8f723e,Pending_Approval,0,Normal: Marked duplicates as Rejected
316,1dcc9f17-6c32-4e58-8bab-552380f0d5c1,Pending_Approval,1dcc9f17-6c32-4e58-8bab-552380f0d5c1,Pending_Approval,0,Normal: Marked duplicates as Rejected
317,d6e23eb3-2fee-4b49-8a5b-882893929385,Pending_Approval,d6e23eb3-2fee-4b49-8a5b-882893929385,Pending_Approval,1,Normal: Marked duplicates as Rejected
318,bee92fe0-09fe-4860-bb89-9382d1f590a5,Pending_Approval,bee92fe0-09fe-4860-bb89-9382d1f590a5,Pending_Approval,0,Normal: Marked duplicates as Rejected
319,dd1586d2-4bbf-4f5f-8a85-03230e545b07,Pending_Approval,dd1586d2-4bbf-4f5f-8a85-03230e545b07,Pending_Approval,1,Normal: Marked duplicates as Rejected
320,943a2c25-e950-43c6-947d-40b05e40eb12,Pending_Approval,943a2c25-e950-43c6-947d-40b05e40eb12,Pending_Approval,0,Normal: Marked duplicates as Rejected
321,9a5c405b-801e-4023-98f9-4d879ab72b3f,Pending_Approval,9a5c405b-801e-4023-98f9-4d879ab72b3f,Pending_Approval,0,Normal: Marked duplicates as Rejected
322,28578a67-cc81-47de-a1e1-ca3600ef2d4a,Rejected,28578a67-cc81-47de-a1e1-ca3600ef2d4a,Rejected,0,Normal: Marked duplicates as Rejected
323,6e51091e-c304-40ed-bc18-5fd341e18510,Pending_Approval,6e51091e-c304-40ed-bc18-5fd341e18510,Pending_Approval,0,Normal: Marked duplicates as Rejected
324,77944102-bb40-42a1-b6a7-27dad1d60a23,Rejected,c1b02c07-2298-41de-b11a-e43523a7e8bf,Pending_Approval,0,Reordered: Original was Rejected, kept Pending_Approval duplicate
325,881c8a47-4b86-47f9-bce4-83ac8a419725,Pending_Approval,881c8a47-4b86-47f9-bce4-83ac8a419725,Pending_Approval,1,Normal: Marked duplicates as Rejected
326,e8700487-e65c-4dbb-abc8-4e05fc09a93f,Pending_Approval,e8700487-e65c-4dbb-abc8-4e05fc09a93f,Pending_Approval,0,Normal: Marked duplicates as Rejected
327,90ac34fb-d3eb-4348-a857-07e7e7d17c27,Pending_Approval,90ac34fb-d3eb-4348-a857-07e7e7d17c27,Pending_Approval,0,Normal: Marked duplicates as Rejected
328,d4be88ff-3ca2-48ae-97f6-44e34da80a67,Pending_Approval,d4be88ff-3ca2-48ae-97f6-44e34da80a67,Pending_Approval,0,Normal: Marked duplicates as Rejected
329,f5585923-b6a4-433f-b6b7-715245732183,Pending_Approval,f5585923-b6a4-433f-b6b7-715245732183,Pending_Approval,0,Normal: Marked duplicates as Rejected
330,5836b528-3b92-4fa8-b0f8-1cef9760923d,Pending_Approval,5836b528-3b92-4fa8-b0f8-1cef9760923d,Pending_Approval,0,Normal: Marked duplicates as Rejected
331,551187f9-e170-4309-80eb-d6000091dde7,Pending_Approval,551187f9-e170-4309-80eb-d6000091dde7,Pending_Approval,1,Normal: Marked duplicates as Rejected
332,cbd3c249-1b8a-4086-966e-7ae335011a75,Rejected,cbd3c249-1b8a-4086-966e-7ae335011a75,Rejected,0,Normal: Marked duplicates as Rejected
333,2d2dc791-5792-43bb-9495-58556454aa3a,Pending_Approval,2d2dc791-5792-43bb-9495-58556454aa3a,Pending_Approval,0,Normal: Marked duplicates as Rejected
334,c5b45c17-f5b6-48d5-90ad-18387223cb0f,Pending_Approval,c5b45c17-f5b6-48d5-90ad-18387223cb0f,Pending_Approval,1,Normal: Marked duplicates as Rejected
335,a7bd5d09-84bc-4c15-ae19-3c47f2fbaca5,Pending_Approval,a7bd5d09-84bc-4c15-ae19-3c47f2fbaca5,Pending_Approval,0,Normal: Marked duplicates as Rejected
336,d5ff295a-1d13-40ee-8ecd-0d9c4673526d,Pending_Approval,d5ff295a-1d13-40ee-8ecd-0d9c4673526d,Pending_Approval,0,Normal: Marked duplicates as Rejected
337,d311ec85-df9e-441b-a730-8e4b066bd4e6,Pending_Approval,d311ec85-df9e-441b-a730-8e4b066bd4e6,Pending_Approval,0,Normal: Marked duplicates as Rejected
338,bcd34dba-4763-445b-aa9a-0ce68b742bc0,Pending_Approval,bcd34dba-4763-445b-aa9a-0ce68b742bc0,Pending_Approval,0,Normal: Marked duplicates as Rejected
339,4b5b361d-bf3d-4c7a-916e-40791f58665d,Pending_Approval,4b5b361d-bf3d-4c7a-916e-40791f58665d,Pending_Approval,1,Normal: Marked duplicates as Rejected
340,cddaa0ba-3f8f-44a5-906f-dbc1ab4ae327,Pending_Approval,cddaa0ba-3f8f-44a5-906f-dbc1ab4ae327,Pending_Approval,0,Normal: Marked duplicates as Rejected
341,1e0089aa-cd5d-48db-afcc-02ba4a7f27be,Pending_Approval,1e0089aa-cd5d-48db-afcc-02ba4a7f27be,Pending_Approval,1,Normal: Marked duplicates as Rejected
342,82a5e0c2-de33-4da6-92e4-df89b677fb67,Pending_Approval,82a5e0c2-de33-4da6-92e4-df89b677fb67,Pending_Approval,0,Normal: Marked duplicates as Rejected
343,1b6d632d-583c-434e-88ce-2d15cb1815ee,Pending_Approval,1b6d632d-583c-434e-88ce-2d15cb1815ee,Pending_Approval,1,Normal: Marked duplicates as Rejected
344,6aa972e1-1cfa-4e23-97e4-d46c933a32c7,Pending_Approval,6aa972e1-1cfa-4e23-97e4-d46c933a32c7,Pending_Approval,0,Normal: Marked duplicates as Rejected
345,52aa7361-42da-4d8c-9235-5cc9f5092ec6,Rejected,55fb55ff-232d-46e0-b7a3-757c55efa968,Pending_Approval,0,Reordered: Original was Rejected, kept Pending_Approval duplicate
346,eafa5239-5ed7-4b7f-9728-cf28b53fb179,Rejected,0fade4e5-4b5a-4f4c-bc55-865dbd32bbe1,Pending_Approval,0,Reordered: Original was Rejected, kept Pending_Approval duplicate
347,30555885-3d96-4f1c-9c37-6112c70a6e63,Pending_Approval,30555885-3d96-4f1c-9c37-6112c70a6e63,Pending_Approval,0,Normal: Marked duplicates as Rejected
348,58a598c6-09ec-4977-b486-b9361f601a9f,Pending_Approval,58a598c6-09ec-4977-b486-b9361f601a9f,Pending_Approval,0,Normal: Marked duplicates as Rejected
349,e5e37e51-f73a-439c-9a6c-a4f00d041f3b,Pending_Approval,e5e37e51-f73a-439c-9a6c-a4f00d041f3b,Pending_Approval,0,Normal: Marked duplicates as Rejected
350,baca89f3-f72d-4fd8-874e-21f2948fa183,Rejected,08467f9e-5922-4dbe-8864-acc4b5ced858,Pending_Approval,0,Reordered: Original was Rejected, kept Pending_Approval duplicate
351,96bb8e34-2f19-418c-a51a-4267d1612e02,Pending_Approval,96bb8e34-2f19-418c-a51a-4267d1612e02,Pending_Approval,0,Normal: Marked duplicates as Rejected
352,22b66703-208d-4a2d-bbe0-f6799808466c,Pending_Approval,22b66703-208d-4a2d-bbe0-f6799808466c,Pending_Approval,0,Normal: Marked duplicates as Rejected
353,58f7561b-a616-40d8-ab3c-842da372b2c8,Rejected,8ad8ae87-3bf9-4d1b-9d23-2c60755dbc39,Pending_Approval,0,Reordered: Original was Rejected, kept Pending_Approval duplicate
354,c631d295-3bd9-4e0e-ad71-79cce0c75610,Pending_Approval,c631d295-3bd9-4e0e-ad71-79cce0c75610,Pending_Approval,1,Normal: Marked duplicates as Rejected
355,5233b39a-f622-4679-8de9-61f2b93bb78e,Pending_Approval,5233b39a-f622-4679-8de9-61f2b93bb78e,Pending_Approval,0,Normal: Marked duplicates as Rejected
356,0ed56591-87d6-49d6-b7e3-52f9a5749dfc,Rejected,0ed56591-87d6-49d6-b7e3-52f9a5749dfc,Rejected,0,Normal: Marked duplicates as Rejected
357,6e85174e-77b0-48a5-8c30-70c2952687f1,Rejected,a5532a56-f8d1-497c-b354-ed7038f61fa5,Pending_Approval,0,Reordered: Original was Rejected, kept Pending_Approval duplicate
358,06205efd-5aa5-40bc-a66c-cd245c2c45e8,Pending_Approval,06205efd-5aa5-40bc-a66c-cd245c2c45e8,Pending_Approval,0,Normal: Marked duplicates as Rejected
359,8e405769-7d4b-48b2-b1b9-7cbcc676c9bd,Pending_Approval,8e405769-7d4b-48b2-b1b9-7cbcc676c9bd,Pending_Approval,1,Normal: Marked duplicates as Rejected
360,cf5d94f4-13c6-4b6d-8015-f2adb769ce1e,Pending_Approval,cf5d94f4-13c6-4b6d-8015-f2adb769ce1e,Pending_Approval,1,Normal: Marked duplicates as Rejected
361,50fabf6f-c4ec-4cc9-b0ea-96fdd3878f27,Pending_Approval,50fabf6f-c4ec-4cc9-b0ea-96fdd3878f27,Pending_Approval,0,Normal: Marked duplicates as Rejected
362,6ef05506-cfe0-4ccc-ab55-0d045c6c5741,Pending_Approval,6ef05506-cfe0-4ccc-ab55-0d045c6c5741,Pending_Approval,1,Normal: Marked duplicates as Rejected
363,642e91e0-cb0b-401f-9199-1f88b3f5f86d,Pending_Approval,642e91e0-cb0b-401f-9199-1f88b3f5f86d,Pending_Approval,0,Normal: Marked duplicates as Rejected
364,583c9f97-2c84-40a4-9a5a-d70f6a2b58bb,Rejected,f38ee60d-a0c9-4a39-9040-6472026dda5d,Pending_Approval,0,Reordered: Original was Rejected, kept Pending_Approval duplicate
365,b9d2fef1-b422-4dee-910f-49b4882cf5b1,Rejected,63f67a4e-c4c8-4ddf-a179-34d29ed8bb4e,Pending_Approval,0,Reordered: Original was Rejected, kept Pending_Approval duplicate
366,f5ddb872-8e61-48b5-bfdc-3a57a8e83ece,Pending_Approval,f5ddb872-8e61-48b5-bfdc-3a57a8e83ece,Pending_Approval,0,Normal: Marked duplicates as Rejected
367,897deff0-ee9c-4377-aa7b-fb0ef1f29654,Pending_Approval,897deff0-ee9c-4377-aa7b-fb0ef1f29654,Pending_Approval,0,Normal: Marked duplicates as Rejected
368,da5bd7b9-98a5-411f-9243-7b38cd642933,Rejected,da5bd7b9-98a5-411f-9243-7b38cd642933,Rejected,0,Normal: Marked duplicates as Rejected
369,9a28e945-c602-4675-a4a2-5338a5c65296,Pending_Approval,9a28e945-c602-4675-a4a2-5338a5c65296,Pending_Approval,0,Normal: Marked duplicates as Rejected
370,aa7d5ffd-9da6-4d19-928d-170a215dc65b,Pending_Approval,aa7d5ffd-9da6-4d19-928d-170a215dc65b,Pending_Approval,0,Normal: Marked duplicates as Rejected
371,883b7ff2-ed97-43b3-bd8c-485b360dee2a,Pending_Approval,883b7ff2-ed97-43b3-bd8c-485b360dee2a,Pending_Approval,1,Normal: Marked duplicates as Rejected
372,b582bcb8-c7be-4b09-a683-7904091cea8b,Pending_Approval,b582bcb8-c7be-4b09-a683-7904091cea8b,Pending_Approval,1,Normal: Marked duplicates as Rejected
373,b5f9a6cb-c018-4e3d-b0cd-22d97956fccb,Pending_Approval,b5f9a6cb-c018-4e3d-b0cd-22d97956fccb,Pending_Approval,0,Normal: Marked duplicates as Rejected
374,acf18312-6035-4e52-9184-87e1357cb9e7,Pending_Approval,acf18312-6035-4e52-9184-87e1357cb9e7,Pending_Approval,0,Normal: Marked duplicates as Rejected
375,15257c41-7947-42d4-8a83-660176049bdf,Pending_Approval,15257c41-7947-42d4-8a83-660176049bdf,Pending_Approval,1,Normal: Marked duplicates as Rejected
376,b73ad12f-8e20-44bd-bccc-a33edc74a47a,Pending_Approval,b73ad12f-8e20-44bd-bccc-a33edc74a47a,Pending_Approval,0,Normal: Marked duplicates as Rejected
377,672175c3-fa22-4c6a-8f87-5def65c8dad6,Pending_Approval,672175c3-fa22-4c6a-8f87-5def65c8dad6,Pending_Approval,1,Normal: Marked duplicates as Rejected
378,5ef2de44-2006-4e68-897c-7bbf7cc5ebf5,Pending_Approval,5ef2de44-2006-4e68-897c-7bbf7cc5ebf5,Pending_Approval,0,Normal: Marked duplicates as Rejected
379,8ad50ddf-daa3-46dd-8492-25b31f84fc4c,Pending_Approval,8ad50ddf-daa3-46dd-8492-25b31f84fc4c,Pending_Approval,0,Normal: Marked duplicates as Rejected
380,9b267739-c08d-47b3-a4ff-e4b8d725aaa6,Rejected,ee50c108-96f3-4ea7-a4de-6dbe666a0f35,Pending_Approval,0,Reordered: Original was Rejected, kept Pending_Approval duplicate
381,eaa83c9d-20d8-4013-9940-317b33ae1015,Pending_Approval,eaa83c9d-20d8-4013-9940-317b33ae1015,Pending_Approval,0,Normal: Marked duplicates as Rejected
382,8d13e49f-721c-449f-9ad9-882048bfab40,Pending_Approval,8d13e49f-721c-449f-9ad9-882048bfab40,Pending_Approval,0,Normal: Marked duplicates as Rejected
383,9f0af053-e4c4-4da0-a1c6-399878905f95,Pending_Approval,9f0af053-e4c4-4da0-a1c6-399878905f95,Pending_Approval,1,Normal: Marked duplicates as Rejected
384,af246a01-4067-4c81-b149-b805d1431dd5,Pending_Approval,af246a01-4067-4c81-b149-b805d1431dd5,Pending_Approval,0,Normal: Marked duplicates as Rejected
385,17be71a5-d346-442a-a42d-cbd942003720,Pending_Approval,17be71a5-d346-442a-a42d-cbd942003720,Pending_Approval,0,Normal: Marked duplicates as Rejected
386,a528d0c9-b8c9-4f64-ad5f-74ab36b80c36,Rejected,a528d0c9-b8c9-4f64-ad5f-74ab36b80c36,Rejected,0,Normal: Marked duplicates as Rejected
387,0def927b-88dc-4ae6-94f9-72b7b81de474,Pending_Approval,0def927b-88dc-4ae6-94f9-72b7b81de474,Pending_Approval,0,Normal: Marked duplicates as Rejected
388,eb4f208c-4f64-48af-8595-791cf8937850,Pending_Approval,eb4f208c-4f64-48af-8595-791cf8937850,Pending_Approval,1,Normal: Marked duplicates as Rejected
389,52001b92-7b7f-41b1-a74d-f0c2225eea18,Rejected,3c66a247-60aa-49b5-a9a0-02a57f109b57,Pending_Approval,0,Reordered: Original was Rejected, kept Pending_Approval duplicate
390,f95a41ee-f72b-43cb-8970-2833a6e26b58,Rejected,f95a41ee-f72b-43cb-8970-2833a6e26b58,Rejected,0,Normal: Marked duplicates as Rejected
391,1dca109c-59a1-41e8-b007-d88426516540,Pending_Approval,1dca109c-59a1-41e8-b007-d88426516540,Pending_Approval,0,Normal: Marked duplicates as Rejected
392,159df352-8ae3-4250-9373-589424202449,Pending_Approval,159df352-8ae3-4250-9373-589424202449,Pending_Approval,0,Normal: Marked duplicates as Rejected
393,5aa3634c-67bb-4efe-a9fd-88b9cbc317e2,Rejected,5aa3634c-67bb-4efe-a9fd-88b9cbc317e2,Rejected,0,Normal: Marked duplicates as Rejected
394,cf192723-bc7f-4b1f-91d6-a0c2881e76fc,Pending_Approval,cf192723-bc7f-4b1f-91d6-a0c2881e76fc,Pending_Approval,0,Normal: Marked duplicates as Rejected
395,414a3e45-8295-40b7-8e5b-4c89ea4f4783,Pending_Approval,414a3e45-8295-40b7-8e5b-4c89ea4f4783,Pending_Approval,0,Normal: Marked duplicates as Rejected
396,315c8286-aa94-4835-8009-e373ccceb036,Pending_Approval,315c8286-aa94-4835-8009-e373ccceb036,Pending_Approval,0,Normal: Marked duplicates as Rejected
397,69474fb9-68ae-413d-99df-3de3b6f92b1b,Rejected,3ae98e6f-9d3c-4bb7-a43d-093ace421aa6,Pending_Approval,0,Reordered: Original was Rejected, kept Pending_Approval duplicate
398,1445fba1-1c41-46a2-9461-43c3d1d79de0,Pending_Approval,1445fba1-1c41-46a2-9461-43c3d1d79de0,Pending_Approval,0,Normal: Marked duplicates as Rejected
399,5c15f6a7-06bc-400a-b4c4-167e12bc91eb,Rejected,5c15f6a7-06bc-400a-b4c4-167e12bc91eb,Rejected,0,Normal: Marked duplicates as Rejected
400,42be5b55-fe1d-494d-9e4e-1640c4bbb916,Pending_Approval,42be5b55-fe1d-494d-9e4e-1640c4bbb916,Pending_Approval,0,Normal: Marked duplicates as Rejected
401,9cb8efc0-26ca-4858-b106-7f0fb64e374c,Pending_Approval,9cb8efc0-26ca-4858-b106-7f0fb64e374c,Pending_Approval,1,Normal: Marked duplicates as Rejected
402,165519ba-68e1-45e9-9850-155915c3716e,Pending_Approval,165519ba-68e1-45e9-9850-155915c3716e,Pending_Approval,0,Normal: Marked duplicates as Rejected
403,49408369-0f24-423c-a9ee-920ac6cbb0f7,Pending_Approval,49408369-0f24-423c-a9ee-920ac6cbb0f7,Pending_Approval,1,Normal: Marked duplicates as Rejected
404,60de0742-e629-4824-aef5-8cffdd8116cc,Rejected,251eb8ac-5310-4022-b2c0-cc360c3cbc63,Pending_Approval,0,Reordered: Original was Rejected, kept Pending_Approval duplicate
405,efd349a1-0ae0-4dda-bbcd-3300866908a1,Pending_Approval,efd349a1-0ae0-4dda-bbcd-3300866908a1,Pending_Approval,0,Normal: Marked duplicates as Rejected
406,da343a0d-ada2-4fc7-90a1-b98fd591e70d,Pending_Approval,da343a0d-ada2-4fc7-90a1-b98fd591e70d,Pending_Approval,0,Normal: Marked duplicates as Rejected
407,78a431b8-e74a-4f10-8588-ce3a36cacd8f,Pending_Approval,78a431b8-e74a-4f10-8588-ce3a36cacd8f,Pending_Approval,0,Normal: Marked duplicates as Rejected
408,207815b2-23ec-42a8-8d95-14e9314931a2,Pending_Approval,207815b2-23ec-42a8-8d95-14e9314931a2,Pending_Approval,1,Normal: Marked duplicates as Rejected
409,55bb875a-2300-4af9-9e32-2fa658ed8ee7,Rejected,7ec6aec1-761b-460c-acf4-d76d54750f81,Pending_Approval,0,Reordered: Original was Rejected, kept Pending_Approval duplicate
410,2064bd0a-f15e-4b09-a018-5a00b5e015c4,Pending_Approval,2064bd0a-f15e-4b09-a018-5a00b5e015c4,Pending_Approval,0,Normal: Marked duplicates as Rejected
411,4a66da32-06ea-494d-8ec8-65c1cb595949,Pending_Approval,4a66da32-06ea-494d-8ec8-65c1cb595949,Pending_Approval,1,Normal: Marked duplicates as Rejected
412,52c06f64-b031-40fb-831d-2de6797361fb,Pending_Approval,52c06f64-b031-40fb-831d-2de6797361fb,Pending_Approval,0,Normal: Marked duplicates as Rejected
413,bcab20b8-109c-49d2-a853-f01ec3fd05e1,Rejected,bcab20b8-109c-49d2-a853-f01ec3fd05e1,Rejected,0,Normal: Marked duplicates as Rejected
414,2f3564e1-736b-4817-8145-1645f1cf324a,Pending_Approval,2f3564e1-736b-4817-8145-1645f1cf324a,Pending_Approval,1,Normal: Marked duplicates as Rejected
415,2055be35-d383-49c0-8d17-b9dd7b1f5623,Pending_Approval,2055be35-d383-49c0-8d17-b9dd7b1f5623,Pending_Approval,0,Normal: Marked duplicates as Rejected
416,5f768c54-310b-4a6a-af10-77f38b6e3a39,Rejected,3e306baf-4ff5-4280-a2d2-52fc394d7cfd,Pending_Approval,0,Reordered: Original was Rejected, kept Pending_Approval duplicate
417,10456641-42ed-4ec9-ae61-a72d44c1a03b,Pending_Approval,10456641-42ed-4ec9-ae61-a72d44c1a03b,Pending_Approval,0,Normal: Marked duplicates as Rejected
418,694f6cf9-8a7d-40a7-a26e-6a6e32f9bc10,Pending_Approval,694f6cf9-8a7d-40a7-a26e-6a6e32f9bc10,Pending_Approval,0,Normal: Marked duplicates as Rejected
419,e72ad83d-0eea-403b-bd2b-78115918500b,Pending_Approval,e72ad83d-0eea-403b-bd2b-78115918500b,Pending_Approval,0,Normal: Marked duplicates as Rejected
420,aaa05114-d3ec-488c-ae7f-ce13f0f6c0fa,Pending_Approval,aaa05114-d3ec-488c-ae7f-ce13f0f6c0fa,Pending_Approval,0,Normal: Marked duplicates as Rejected
421,b7407f41-fafd-4cdf-a315-aa7220710548,Pending_Approval,b7407f41-fafd-4cdf-a315-aa7220710548,Pending_Approval,0,Normal: Marked duplicates as Rejected
422,88e59b40-9d49-4730-b1bd-b85cb077ae1a,Pending_Approval,88e59b40-9d49-4730-b1bd-b85cb077ae1a,Pending_Approval,0,Normal: Marked duplicates as Rejected
423,9d23c870-eb47-4338-b358-53952bb8a19d,Rejected,fe337bd3-cc87-497b-9fd7-9d4a20c3d5be,Pending_Approval,0,Reordered: Original was Rejected, kept Pending_Approval duplicate
424,92f42e15-e058-4e35-b0c7-b3ce07091ec2,Pending_Approval,92f42e15-e058-4e35-b0c7-b3ce07091ec2,Pending_Approval,0,Normal: Marked duplicates as Rejected
425,aa8de7e9-ae32-490a-8e0d-701661a207d6,Pending_Approval,aa8de7e9-ae32-490a-8e0d-701661a207d6,Pending_Approval,1,Normal: Marked duplicates as Rejected
426,00388ec8-08f5-4ff1-84a1-c084337eca8f,Pending_Approval,00388ec8-08f5-4ff1-84a1-c084337eca8f,Pending_Approval,0,Normal: Marked duplicates as Rejected
427,054a0819-30be-4f79-8fe3-c7514dce7e66,Pending_Approval,054a0819-30be-4f79-8fe3-c7514dce7e66,Pending_Approval,0,Normal: Marked duplicates as Rejected
428,4c5ada3d-735a-4f38-96ed-a6cc9cc564bd,Pending_Approval,4c5ada3d-735a-4f38-96ed-a6cc9cc564bd,Pending_Approval,0,Normal: Marked duplicates as Rejected
429,aaa45e70-dcec-499d-be17-c0f5d79b8574,Pending_Approval,aaa45e70-dcec-499d-be17-c0f5d79b8574,Pending_Approval,0,Normal: Marked duplicates as Rejected
430,bff43532-932d-40b3-bd65-aa2c3c8ec815,Pending_Approval,bff43532-932d-40b3-bd65-aa2c3c8ec815,Pending_Approval,0,Normal: Marked duplicates as Rejected
431,9b774f0d-4c53-4d7c-9a33-3dd591c90ee1,Pending_Approval,9b774f0d-4c53-4d7c-9a33-3dd591c90ee1,Pending_Approval,0,Normal: Marked duplicates as Rejected
432,630fa39d-2cbe-4db9-8249-3c4b061031da,Pending_Approval,630fa39d-2cbe-4db9-8249-3c4b061031da,Pending_Approval,0,Normal: Marked duplicates as Rejected
433,0f8814b0-e817-4008-aff6-d5382e9b786b,Pending_Approval,0f8814b0-e817-4008-aff6-d5382e9b786b,Pending_Approval,0,Normal: Marked duplicates as Rejected
434,89c3868b-ed42-45af-a43c-02e4885ba998,Pending_Approval,89c3868b-ed42-45af-a43c-02e4885ba998,Pending_Approval,1,Normal: Marked duplicates as Rejected
435,62f6ed94-3fdf-48b7-bcdb-cee4e79712c5,Pending_Approval,62f6ed94-3fdf-48b7-bcdb-cee4e79712c5,Pending_Approval,1,Normal: Marked duplicates as Rejected
436,e7c965a6-d2a6-4588-95dd-d5315a83f5f7,Pending_Approval,e7c965a6-d2a6-4588-95dd-d5315a83f5f7,Pending_Approval,1,Normal: Marked duplicates as Rejected
437,37eb7a78-f684-4ef5-918b-89b4f5fd4089,Rejected,084c2b1c-642f-42de-9035-f9813f6d3403,Pending_Approval,0,Reordered: Original was Rejected, kept Pending_Approval duplicate
438,eac9cdb0-fedb-4e8b-b9ea-133c56ce2729,Pending_Approval,eac9cdb0-fedb-4e8b-b9ea-133c56ce2729,Pending_Approval,0,Normal: Marked duplicates as Rejected
