Content Hash,Group Size,Response ID,Mongo ID,Session ID,Status,Interview Mode,Call ID,Created At,Is Original
3d75ab29009d9c6c,2,fcbe6784-e12b-427d-a925-eb66d197e0ee,695b9b9e5b7ed396da35ab6c,855e3e7a-f399-4adb-8f17-cf14279bae2a,Pending_Approval,capi,,2026-01-05T11:08:14.407Z,Yes
3d75ab29009d9c6c,2,68106040-f1a4-4e8f-914e-95b62809e03d,695bf4271e853eac107a3d8d,cbcc8391-74f4-44b7-bc5b-559d78cc934e,Pending_Approval,capi,,2026-01-05T17:25:59.486Z,No
c2fe193625c8d422,2,09017ee4-241f-4b6e-9186-3fe7c8197dd1,695bbfbd2c6b673d431e4988,8f13bbc6-ff31-473a-b3cb-8ebff1761234,Pending_Approval,capi,,2026-01-05T13:42:21.121Z,Yes
c2fe193625c8d422,2,0567f25f-9470-427a-85b6-3a9b9ecb0a94,695bf424e0752c553e76fb23,3b42a74d-adf5-4b6e-9a21-ae524a163917,Pending_Approval,capi,,2026-01-05T17:25:56.987Z,No
d375494753f0d7d3,2,466eeba1-3da3-4774-a998-9438e93d030c,695b9bbfb2031d0d9570853d,a1e21009-a46d-4c02-8ae5-0c9edc4efe02,Pending_Approval,capi,,2026-01-05T11:08:47.698Z,Yes
d375494753f0d7d3,2,89683e2a-fb45-46dc-ab33-002c474637f6,695bf4161244720a60d2456d,e50cf7f9-a64c-4420-bdcf-70be91c5b89a,Pending_Approval,capi,,2026-01-05T17:25:42.183Z,No
