Response ID,Mongo ID,Session ID,Interview Mode,Status,Abandoned Reason,Created At,Updated At,Survey ID,Interviewer ID
9f0c520a-ea1d-45db-8d3e-6b136c6b0245,6958f2dadd6c438a2a6c32c4,offline_1767437003607_lt1n2i6o4,capi,Pending_Approval,location_issue,2026-01-03T10:43:38.166Z,2026-01-04T18:30:04.033Z,68fd1915d41841da463f0d46,6948b89a790d328355c13c19
0d8a0cbe-6c46-4a39-8e90-5aa95693af12,6958f39bed4e0985f4fa17a4,57c0a75b-b0a1-412d-9173-806018ec6ffc,capi,Pending_Approval,location_issue,2026-01-03T10:46:51.557Z,2026-01-04T18:30:04.033Z,68fd1915d41841da463f0d46,6948b89a790d328355c13c19
cdcc02e5-0eab-4a09-9d0e-63dcd2064ba6,695a687473b082a2dfdec0c5,46b19fa5-88a0-4bb9-af66-908c745ea44f,capi,Pending_Approval,language_barrier,2026-01-04T13:17:40.396Z,2026-01-04T18:30:02.100Z,68fd1915d41841da463f0d46,694433ad56275b9dd8336c39
7cccd654-e7d4-4f7b-8b76-cc2c391c418c,69592a5a970b145e1440fe76,eabfee98-eb03-44ad-b807-d90c8d2f3db3,capi,Pending_Approval,language_barrier,2026-01-03T14:40:26.107Z,2026-01-04T10:03:59.981Z,68fd1915d41841da463f0d46,69540bed65f7a41878885941
49bf45fc-8b6d-43bd-9047-f396ed18b1c6,695904ee924f92bbe3983b98,778e3bc3-e555-4fa1-9b5d-83b19c13e647,capi,Pending_Approval,technical_issue,2026-01-03T12:00:46.292Z,2026-01-04T10:03:45.159Z,68fd1915d41841da463f0d46,6944333f56275b9dd8309acc
5a434558-3e5a-4270-b921-cb7d883372a7,69590b8bf88b6dcfaa370edc,33e23433-6055-45a4-b42d-a3ab0a2b02d2,capi,Pending_Approval,technical_issue,2026-01-03T12:28:59.771Z,2026-01-04T10:03:45.159Z,68fd1915d41841da463f0d46,6942c364fe90bbe7745bc923
ec75d1e0-c90d-4287-86b3-d1ad6679674f,69590dd14c8b293a456cd9c7,98e8f12f-ce13-4d6b-9e24-68dc6cd72642,capi,Pending_Approval,technical_issue,2026-01-03T12:38:41.862Z,2026-01-04T10:03:45.159Z,68fd1915d41841da463f0d46,694433ca56275b9dd833ca3f
7d413bb5-5514-44ca-a44f-c33fe793a4cb,6958fbb4042e42d7d9cb2b49,a721032f-5a8a-48ae-9ea0-9a4694bd4a93,capi,Pending_Approval,respondent_not_available,2026-01-03T11:21:24.332Z,2026-01-04T10:03:34.152Z,68fd1915d41841da463f0d46,6953ffcaa6b1d16a98d45bfb
944ceae4-eb20-4075-b334-5823b796fef5,6958fff3cebe8db2d04c9cd7,67d0ff3a-beba-4bcc-9aa8-a90be6769c1b,capi,Pending_Approval,respondent_not_available,2026-01-03T11:39:31.648Z,2026-01-04T10:03:34.152Z,68fd1915d41841da463f0d46,69540042222e8bdeedf17440
4e20dfd6-d9a2-41e0-9963-3eaf12b73d7f,6958d1c713e3962238681cf9,7781c7e8-166d-46c3-9c25-ecb7d1e67039,capi,Pending_Approval,Na,2026-01-03T08:22:31.464Z,2026-01-04T10:03:32.242Z,68fd1915d41841da463f0d46,6942c46afe90bbe7745f2bdd
7228547a-8954-49cd-addf-b079006109e1,6958d3236b5acce305b5fa55,615e5cc8-9c35-4f1d-8b7b-d28bfe53dca6,capi,Pending_Approval,language_barrier,2026-01-03T08:28:19.624Z,2026-01-04T10:03:32.242Z,68fd1915d41841da463f0d46,6942c36dfe90bbe7745bdf30
8581e410-da1e-46dc-b2b1-2a8b7a7da79f,6958c994a1401030d1d4dad6,97e8e23d-5b82-40e6-b97f-86652855b7c4,capi,Pending_Approval,Na,2026-01-03T07:47:32.871Z,2026-01-04T10:03:32.241Z,68fd1915d41841da463f0d46,6942c46afe90bbe7745f2bdd
71e16e3b-2960-4145-9775-4bcae0b24087,6958cb3a398f8d0144c57ce2,24f1d553-a8b6-4536-9b82-cd9422f81e77,capi,Pending_Approval,Na,2026-01-03T07:54:34.628Z,2026-01-04T10:03:32.241Z,68fd1915d41841da463f0d46,6942c46afe90bbe7745f2bdd
51b57155-f0b6-4c24-82a3-838a8280f38f,6958cbd178f155cfeb2a9551,326a00ca-4941-4bd5-9d05-4080f5c5a750,capi,Pending_Approval,technical_issue,2026-01-03T07:57:05.060Z,2026-01-04T10:03:32.241Z,68fd1915d41841da463f0d46,6942c369fe90bbe7745bd658
c8f8ad29-58c0-4d14-aaf3-ff479d4e3d4d,6958cc5ed4e1c814e61fdccb,775e1d07-e019-4ad4-98b0-903c7a4326c1,capi,Pending_Approval,Na,2026-01-03T07:59:26.370Z,2026-01-04T10:03:32.241Z,68fd1915d41841da463f0d46,6942c46afe90bbe7745f2bdd
c16f7045-55a9-4600-9de8-2b1277205f09,6958cc8e37e444fd27a0d46b,0a0d82f5-993d-4f75-b63a-57501fb8491c,capi,Pending_Approval,technical_issue,2026-01-03T08:00:14.183Z,2026-01-04T10:03:32.241Z,68fd1915d41841da463f0d46,6944333f56275b9dd8309acc
9e89ceb8-260b-4542-b139-a3da098eab72,6958cc9637e444fd27a0f48e,28fc9036-268e-4fe6-8b60-cf114764cef0,capi,Pending_Approval,respondent_refused,2026-01-03T08:00:22.546Z,2026-01-04T10:03:32.241Z,68fd1915d41841da463f0d46,69469555febe46d918de8f58
58f71ee4-7405-4ba2-81c3-a5bf7b2cab25,6958ccd0ebe02180bddf2975,156f834e-0f77-4d9a-a426-8ae51f81b5ae,capi,Pending_Approval,respondent_not_available,2026-01-03T08:01:20.771Z,2026-01-04T10:03:32.241Z,68fd1915d41841da463f0d46,694433c056275b9dd833a8df
0de3b109-79e0-4e87-b842-7b2ed8c7e0c0,6958bc64e01660bc5f22be9f,f56c00ef-f3f2-4142-8e33-b8432fb8d9ba,capi,Pending_Approval,respondent_refused,2026-01-03T06:51:16.130Z,2026-01-04T10:03:18.929Z,68fd1915d41841da463f0d46,6948dda3a5db6d8d12ce0b4c
7df0085e-68d6-4e84-8c0d-828794a8e6a7,6958a7475f141ad286abab3c,7267e797-3d1f-4761-80f3-2d30258c2790,capi,Pending_Approval,respondent_not_available,2026-01-03T05:21:11.598Z,2026-01-04T10:03:18.928Z,68fd1915d41841da463f0d46,69574d690cf37c2201ffa22a
31827649-ad23-4369-bcc7-24347a94a265,6958a8652e1e198646fc823c,1155a478-2f5a-42a3-a3d8-85e7e632a5cb,capi,Pending_Approval,Na,2026-01-03T05:25:57.911Z,2026-01-04T10:03:18.928Z,68fd1915d41841da463f0d46,6942c46afe90bbe7745f2bdd
dc2b2675-13ad-41bc-ad11-6e0960291233,6958aaaf4b9d1789447583a1,8373f6ef-01b1-455a-b97f-5c42b0cc5d28,capi,Pending_Approval,Na,2026-01-03T05:35:43.443Z,2026-01-04T10:03:18.928Z,68fd1915d41841da463f0d46,6942c46afe90bbe7745f2bdd
c49f465c-f970-4fe0-a643-fac06169184f,6958b4710977d643f835a2b3,67053104-b517-4031-9081-c89a414cdee6,capi,Pending_Approval,respondent_not_available,2026-01-03T06:17:21.618Z,2026-01-04T10:03:18.928Z,68fd1915d41841da463f0d46,6956b39bec461a5f6c92a1dc
5ce8b68e-49a4-4e16-8261-8398c393f706,6958b4effebf637705714df4,3728ffb8-4359-4e9b-be95-d0e60cd3cbda,capi,Pending_Approval,respondent_not_available,2026-01-03T06:19:27.544Z,2026-01-04T10:03:18.928Z,68fd1915d41841da463f0d46,6956b39bec461a5f6c92a1dc
d4c1fa61-7c1b-413d-9782-abba10a25093,6957e4f89c1591f364f7952f,d182eec7-b7ae-4890-8347-4c6ef1781bcd,capi,Pending_Approval,technical_issue,2026-01-02T15:32:08.370Z,2026-01-04T10:03:06.328Z,68fd1915d41841da463f0d46,6942c364fe90bbe7745bc923
a2d8c6b5-f788-43e5-bdb4-df22ac8adbf7,6957ec11a0f6cedc0762d5e8,ebaf2848-6ee8-4d8a-99e2-1839b8d5aa87,capi,Pending_Approval,technical_issue,2026-01-02T16:02:25.860Z,2026-01-04T10:03:06.328Z,68fd1915d41841da463f0d46,6942c364fe90bbe7745bc923
8b77d0fa-9094-4799-839b-f3e4ba4b5114,6957c4c6c0424bc179cb83af,3a6289f4-751c-46c5-8371-2c410cfd32fe,capi,Pending_Approval,location_issue,2026-01-02T13:14:46.184Z,2026-01-04T10:03:04.692Z,68fd1915d41841da463f0d46,6948b89a790d328355c13c19
707c7020-1edb-4287-b55f-7f51d5f56330,6957c5f06a25fcbed4444fef,97e1d99f-dd24-4d69-b6e1-d3d352bcdcc3,capi,Pending_Approval,respondent_not_available,2026-01-02T13:19:44.399Z,2026-01-04T10:03:04.692Z,68fd1915d41841da463f0d46,695430e3c61b86f0cd236fde
a0224a77-eba3-48cd-a788-6dc7a1142725,6957b28c62ec4e7bd8566737,fb45d1e7-a128-4257-9239-8d1a97c31378,capi,Pending_Approval,language_barrier,2026-01-02T11:57:00.695Z,2026-01-04T10:03:04.691Z,68fd1915d41841da463f0d46,694cf5f115d374e9c7050d96
a9491a79-6553-4eda-80a3-8c009502161a,6957b4d0b67a2987ad01ebc3,733ecc60-efbc-4399-961c-ffbfc93819d1,capi,Pending_Approval,language_barrier,2026-01-02T12:06:40.962Z,2026-01-04T10:03:04.691Z,68fd1915d41841da463f0d46,694cf5f115d374e9c7050d96
2fedf078-3f32-4054-a0f1-56cd542c2bca,6957bb754a6f911c0e0139b9,1cd99f0b-07cd-4d26-a627-3f02ea01e5d9,capi,Pending_Approval,respondent_not_available,2026-01-02T12:35:01.976Z,2026-01-04T10:03:04.691Z,68fd1915d41841da463f0d46,695430e3c61b86f0cd236fde
01174217-ba19-4850-8d56-c95ac1b2d9ab,6957c33799b4bf3e6d1db069,eb54bb39-fc67-4877-8114-6b33e18283c4,capi,Pending_Approval,language_barrier,2026-01-02T13:08:07.401Z,2026-01-04T10:03:04.691Z,68fd1915d41841da463f0d46,694cf5f115d374e9c7050d96
04d4fab6-2d25-4299-874e-5ce5fb7c3508,6957c393d06bc5ff42ae5ed8,2ccb97e6-5c30-4c38-8418-8883d8933496,capi,Pending_Approval,respondent_busy,2026-01-02T13:09:39.428Z,2026-01-04T10:03:04.691Z,68fd1915d41841da463f0d46,694433d656275b9dd833fcc0
53bdf931-d953-42eb-9f8e-c66a63fb8520,69579db104098d06597826be,439de846-c5aa-475a-b7a3-3d8873bfd2bf,capi,Pending_Approval,technical_issue,2026-01-02T10:28:01.768Z,2026-01-04T10:02:51.297Z,68fd1915d41841da463f0d46,694433cd56275b9dd833d56f
550444a8-ada0-4c2d-83d0-9892df2ee2c9,6957a792e8372b122dc3f801,e31ddc94-22ce-4bb5-850e-326c93137def,capi,Pending_Approval,technical_issue,2026-01-02T11:10:10.460Z,2026-01-04T10:02:51.297Z,68fd1915d41841da463f0d46,6946cd8e962d7e42c404065e
db30c2b8-3849-44f1-bb3e-c0dc837c29be,6957a87107c214a76cfc8a34,749f743c-8f1a-4406-b6a9-e5e0f7657e5b,capi,Pending_Approval,technical_issue,2026-01-02T11:13:53.836Z,2026-01-04T10:02:51.297Z,68fd1915d41841da463f0d46,6946cd91962d7e42c40411e6
e3e0fb9c-e970-4705-850e-ce401ae52db0,695796089de0d85b157d3a63,3523d956-7f3f-47a3-92d3-1b63eccc76e8,capi,Pending_Approval,technical_issue,2026-01-02T09:55:20.082Z,2026-01-04T10:02:49.947Z,68fd1915d41841da463f0d46,6942c442fe90bbe7745e92a4
c1a9bb4f-bf79-43b2-879e-d2abe02d3b58,695782b73f6b89284a4c3b2a,c2df84a7-2696-4bf7-a8d8-c2066dbae89b,capi,Pending_Approval,location_issue,2026-01-02T08:32:55.433Z,2026-01-04T10:02:49.946Z,68fd1915d41841da463f0d46,694433b556275b9dd83387c9
edab28ae-b86c-4d96-93e6-5e3863cef069,695784bc78e5adc7049e64d7,98ad0b5b-e6a2-4078-ac36-1f47edcf6aa4,capi,Pending_Approval,Not_Registered_Voter_In_AC,2026-01-02T08:41:32.574Z,2026-01-04T10:02:49.946Z,68fd1915d41841da463f0d46,69548e501058c90b160a1e46
27b78227-d634-4cb2-9f25-fd33971b30f7,695776cb8a7d96ca2c96244b,6db0b663-1598-40f5-baed-9968b0d9bb5a,capi,Pending_Approval,respondent_not_available,2026-01-02T07:42:03.935Z,2026-01-04T10:02:48.653Z,68fd1915d41841da463f0d46,695430e3c61b86f0cd236fde
e4cbbba6-217f-4642-a75f-0cb05961e3bb,6957687814faca4f99e94142,offline_1767336050854_6mroycmws,capi,Pending_Approval,Not_Registered_Voter_In_AC,2026-01-02T06:40:56.432Z,2026-01-04T10:02:36.085Z,68fd1915d41841da463f0d46,6944338256275b9dd832e8f9
889f657b-01fe-4979-9e19-58f0e4b7c1dd,6957611a5da75e10a55ab607,b10afd49-2634-4f7a-a9ab-8315b105cbf4,capi,Pending_Approval,language_barrier,2026-01-02T06:09:30.039Z,2026-01-04T10:02:28.765Z,68fd1915d41841da463f0d46,694432e456275b9dd82f630b
bc467872-2ff4-4a27-8e4a-335132f262d4,695752caabccceaefe94d41b,c8e08e3a-974a-4808-aff2-1dc333a2035f,capi,Pending_Approval,respondent_not_available,2026-01-02T05:08:26.899Z,2026-01-04T10:02:27.593Z,68fd1915d41841da463f0d46,694433a156275b9dd83346fb
642a77fb-97e2-4d81-9726-f8c7a89c1852,6956753d2a2e8d6d89b7e237,3a7d7aea-d826-438c-98bf-96283d110bc6,capi,Pending_Approval,technical_issue,2026-01-01T13:23:09.297Z,2026-01-04T10:02:26.502Z,68fd1915d41841da463f0d46,694433cd56275b9dd833d56f
38d628b1-880f-45f3-9bbe-3f9de94d332d,69569d26c1934b9670c35e09,ac1fd8d8-6c2d-44b3-b9d8-bea6a25856c8,capi,Pending_Approval,respondent_busy,2026-01-01T16:13:26.245Z,2026-01-04T10:02:26.502Z,68fd1915d41841da463f0d46,69542f229700638def950c9c
3a866c0c-6712-4c62-b9a7-3e068aaa87a7,6956ad913fe35b470e44a603,223b0fa4-62cb-40a7-966f-acbbe019648e,capi,Pending_Approval,language_barrier,2026-01-01T17:23:29.717Z,2026-01-04T10:02:26.502Z,68fd1915d41841da463f0d46,694d782095dcc6c0ba3fef2d
b18a0461-1d63-4ee8-9640-dbc195f1154a,69564b462e381bc8231af8cc,337c93c3-f09b-4fb0-8012-3f5ab9bfd73f,capi,Pending_Approval,respondent_busy,2026-01-01T10:24:06.701Z,2026-01-04T10:02:25.075Z,68fd1915d41841da463f0d46,69542f229700638def950c9c
079788d1-536e-4d37-b036-9c827eb99954,69561a516d69228f2722aede,05ec9ca1-d74f-4d6a-a65d-4d079a301043,capi,Pending_Approval,respondent_refused,2026-01-01T06:55:13.119Z,2026-01-04T10:02:23.637Z,68fd1915d41841da463f0d46,695430e3c61b86f0cd236fde
3bdf29a0-189b-41bc-8a85-28e045e167ec,695621eef3fac85a613c95f0,167660fe-782e-4fb0-b945-8aab36f15fd4,capi,Pending_Approval,respondent_refused,2026-01-01T07:27:42.800Z,2026-01-04T10:02:23.637Z,68fd1915d41841da463f0d46,6948f229111276275fad5349
33ac8589-5127-4437-abce-7b89dc676127,69562d185637863a08cf511c,baa5b847-6637-4711-83c1-0e07871fbfbf,capi,Pending_Approval,respondent_not_available,2026-01-01T08:15:20.474Z,2026-01-04T10:02:23.637Z,68fd1915d41841da463f0d46,6948b89a790d328355c13c19
3c7c3ff9-42aa-432a-879f-af1c16d6bedf,69562d1cd78b9b174139af3d,518de514-3152-44df-9831-4ba8c4dbef85,capi,Pending_Approval,respondent_refused,2026-01-01T08:15:24.706Z,2026-01-04T10:02:23.637Z,68fd1915d41841da463f0d46,6948b89a790d328355c13c19
03b8e8ce-d90c-4e41-b47e-2389455219f6,6956335cb7963871c391430f,778d9ea5-85b3-4427-888c-06cfcf6fd90f,capi,Pending_Approval,technical_issue,2026-01-01T08:42:04.234Z,2026-01-04T10:02:23.637Z,68fd1915d41841da463f0d46,6942c404fe90bbe7745db538
8b72d39b-f4ad-42ad-a18a-6bf67549a13c,695643f54f0f7e5473309217,80bb015f-4c08-4de5-a384-69b4b298725b,capi,Pending_Approval,technical_issue,2026-01-01T09:52:53.436Z,2026-01-04T10:02:23.637Z,68fd1915d41841da463f0d46,6942c404fe90bbe7745db538
aac2f201-0218-4436-9cd6-d9e70f520179,6956458d54e4b1116523ab11,f157e560-d9e8-469b-8e01-a15e4bda141d,capi,Pending_Approval,respondent_refused,2026-01-01T09:59:41.985Z,2026-01-04T10:02:23.637Z,68fd1915d41841da463f0d46,6942c404fe90bbe7745db538
130e714f-ccf7-469e-98a8-5322b459e9f4,695645c74ce760680b3faf9c,b33ac67a-42f8-475e-83b6-47e664feb58a,capi,Pending_Approval,respondent_not_available,2026-01-01T10:00:39.222Z,2026-01-04T10:02:23.637Z,68fd1915d41841da463f0d46,6948b7e1790d328355c0ff91
d81e6c55-3b7b-49c3-99af-1a0d3db49952,69556dee359a3d3b402b9f85,4cf559ba-05bf-4967-961d-7daf0ff31c7f,capi,Pending_Approval,respondent_refused,2025-12-31T18:39:42.104Z,2026-01-04T10:02:15.731Z,68fd1915d41841da463f0d46,695222c1d671f1ca74385cab
be284272-3cbc-4aca-895d-5cabf48ea9e0,69560f0c020ddf33e245acf5,60c0d884-3682-4886-aba2-f9ad232581f0,capi,Pending_Approval,technical_issue,2026-01-01T06:07:08.055Z,2026-01-04T10:02:15.731Z,68fd1915d41841da463f0d46,694bd8bc9cf18db6a83e5efa
4e3ca40b-2e93-45e6-9050-b25b34167b83,69551618f5f74c0defe3407c,e30771c6-ad75-4b53-8672-d70b8a246d16,capi,Pending_Approval,location_issue,2025-12-31T12:24:56.276Z,2026-01-04T10:02:13.370Z,68fd1915d41841da463f0d46,694cf3a9c950299123ec48fa
15d88b33-e8b3-46b9-af7b-45ce3812a96c,6954ddf261c9060553da2859,7f4714d4-f698-411e-9e4a-ae3d27147acb,capi,Pending_Approval,respondent_refused,2025-12-31T08:25:22.632Z,2026-01-04T10:02:02.642Z,68fd1915d41841da463f0d46,6944336856275b9dd8329c91
8b780048-159a-478e-9139-2cba5a454250,6954d0162f254d8c2cd2fe92,4e78bf31-476a-4e3d-b5e8-6e2f2cc4cade,capi,Pending_Approval,language_barrier,2025-12-31T07:26:14.265Z,2026-01-04T10:01:54.083Z,68fd1915d41841da463f0d46,6946954efebe46d918de7f35
5cf74348-e669-4dcf-a130-7140d07484a9,6954d1679d6a8aa1bf0cd247,0d87d6d9-441c-4032-998d-3a7af724e4c3,capi,Pending_Approval,location_issue,2025-12-31T07:31:51.305Z,2026-01-04T10:01:54.083Z,68fd1915d41841da463f0d46,694433ad56275b9dd8336c39
4648ec9c-8e93-4ac3-97b5-6ac06566e5fe,6954c600645767a06eb117fa,20e48b83-a771-4b37-82d8-2c70b00b49a2,capi,Pending_Approval,respondent_refused,2025-12-31T06:43:12.645Z,2026-01-04T10:01:53.053Z,68fd1915d41841da463f0d46,6944336a56275b9dd832a19b
6ac2955b-a059-4462-9669-fdb52f8b18c7,6954a5e0728b4653fbd05cc7,fbde295c-a87f-4bca-ac8e-1669fed0f891,capi,Pending_Approval,technical_issue,2025-12-31T04:26:08.759Z,2026-01-04T10:01:40.693Z,68fd1915d41841da463f0d46,694433ad56275b9dd8336c39
597edc71-83a3-4b99-8880-36bcc82957b8,6954a602cec0b7562a6ee7cd,8826689b-884e-400e-8671-7cb348e6d043,capi,Pending_Approval,technical_issue,2025-12-31T04:26:42.789Z,2026-01-04T10:01:40.693Z,68fd1915d41841da463f0d46,694f8134d4fe33808611c61e
69424911-cfd0-400d-b369-8d960008a282,6954a918bc4ba0b82dcb89b1,36ec8277-d389-4633-ac77-f21ccceef18f,capi,Pending_Approval,respondent_refused,2025-12-31T04:39:52.165Z,2026-01-04T10:01:40.693Z,68fd1915d41841da463f0d46,6954a5578884dbbee551a5f8
63359413-2eb9-4a0f-a30f-79e1f89090c6,6954b0250a08e88f01b6c30f,67928701-a105-4c57-8f35-eb6c0412431d,capi,Pending_Approval,Location ok,2025-12-31T05:09:57.138Z,2026-01-04T10:01:40.693Z,68fd1915d41841da463f0d46,6942c404fe90bbe7745db538
60e409dc-bf71-4478-8b26-497962874951,69544fc8c64216111263c22e,010ec6f4-655a-48f8-80d0-c0e882b0a5e3,capi,Pending_Approval,respondent_refused,2025-12-30T22:18:48.659Z,2026-01-04T10:01:39.725Z,68fd1915d41841da463f0d46,68ebee30ab86ea29f3c0f19c
309e9b3c-6136-4efc-b046-0a6f49631bd4,69544fca0b0066d371a726ee,f1444a3a-8001-4348-9214-028e0f8b8617,capi,Pending_Approval,respondent_not_available,2025-12-30T22:18:50.073Z,2026-01-04T10:01:39.725Z,68fd1915d41841da463f0d46,68ebee30ab86ea29f3c0f19c
6afab6e9-d0c2-46c4-b529-8e17e321c707,69544fcffbede3097e780b9d,f967a87f-c681-4779-a3f1-6d19147a0a37,capi,Pending_Approval,respondent_refused,2025-12-30T22:18:55.826Z,2026-01-04T10:01:39.725Z,68fd1915d41841da463f0d46,68ebee30ab86ea29f3c0f19c
017b41aa-af4b-4f20-9719-52502ccb474a,6953dbea7266c3221c3b61c8,e5b21515-be97-4a23-ae73-64e017b2d2b2,capi,Pending_Approval,Missing Q7 (2025 Preference) response,2025-12-30T14:04:26.587Z,2026-01-04T10:01:38.406Z,68fd1915d41841da463f0d46,694433ca56275b9dd833ca3f
2d12a093-fcbe-4f78-afa8-d150fcb901a3,6953cb77b0c6b907d82476eb,0c0aea9a-289d-44bb-843d-cc140590d637,capi,Pending_Approval,Missing Q7 (2025 Preference) response,2025-12-30T12:54:15.298Z,2026-01-04T10:01:31.401Z,68fd1915d41841da463f0d46,6944338a56275b9dd83302d5
08ad38fb-4a55-4b4c-b8dc-2bc4eb72c855,6953b1f4aae413d8e2700852,e13244c3-97be-49a8-bd14-3ebdd8fb1c92,capi,Pending_Approval,Missing Q7 (2025 Preference) response,2025-12-30T11:05:24.967Z,2026-01-04T10:01:23.325Z,68fd1915d41841da463f0d46,6946954efebe46d918de7f35
68de5ab2-ea49-4b10-b3b4-dce4b9445da5,6953ac534206ba397e3520ed,cdd77eec-b05f-45a0-9d80-093bfc660a74,capi,Pending_Approval,Missing Q7 (2025 Preference) response,2025-12-30T10:41:23.322Z,2026-01-04T10:01:17.089Z,68fd1915d41841da463f0d46,694433ad56275b9dd8336c39
076edc07-2c42-44ca-9426-78b217d1e199,6953b168d88d2906619156bb,3c32f0a2-20d7-4861-be3d-487512dc5bae,capi,Pending_Approval,technical_issue,2025-12-30T11:03:04.746Z,2026-01-04T10:01:17.089Z,68fd1915d41841da463f0d46,6946954efebe46d918de7f35
